SecurityCode,companyName,marketCapFull
531439,Aion-Tech Solutions Ltd,535.33
505232,Veljan Denison Limited,535.73
526608,ELECTROTHERM (INDIA) LTD.,536.22
526596,LIBERTY SHOES LTD.,536.42
533152,MBL Infrastructure Ltd,537.39
531727,MENON PISTONS LTD.,540.86
512519,DONEAR INDUSTRIES LTD.-$,541.06
523838,SIMPLEX INFRASTRUCTURES LTD.,542.57
543668,B&B Triplewall Containers Ltd,543.55
533022,20 MICRONS LTD.,544.12
533316,STEL Holdings Ltd,546.1
539044,Manaksia Steels Ltd,549.83
506525,KANORIA CHEMICALS & INDUSTRIES LTD.,550.32
532467,HAZOOR MULTI PROJECTS LTD.-$,550.98
533704,ESSAR SHIPPING LTD.,551.38
526885,SARLA PERFORMANCE FIBERS LTD.-$,551.95
540358,RMC Switchgears Ltd,554.59
531225,Xtglobal Infotech Ltd,555.14
543928,Cosmic CRF Ltd,555.84
533210,Kriti Nutrients Ltd,558.4
522014,UNITED DRILLING TOOLS LTD.,558.44
517556,PVP VENTURES LTD.,559.09
532617,JET AIRWAYS (INDIA) LTD.,563.22
543919,M. K. Proteins Ltd,563.81
524480,RIDDHI SIDDHI GLUCO BIOLS LTD.-$,564.81
541402,Affordable Robotic & Automation Ltd,568.78
501421,TECHNVISION VENTURES LTD.,570.46
523792,MAZDA LTD.-$,571.79
519421,KSE LTD.-$,572.8
526582,TPL PLASTECH LTD.,575.27
500298,Naperol Investments Ltd,577.63
532760,Deep Energy Resources Ltd,577.92
543210,Aarti Surfactants Ltd,579.01
542383,Ritco Logistics Ltd,579.61
538921,Raghuvansh Agrofarms Ltd,580.09
500337,PRIME SECURITIES LTD.,580.59
523710,SAYAJI HOTELS LTD.,581.07
537785,Race Eco Chain Ltd,582.93
530579,U. Y. Fincorp Ltd,583.46
512453,SHRI JAGDAMBA POLYMERS LTD.,585.03
519136,NAHAR INDUSTRIAL ENTERPRISES LTD.-$,586.73
523558,Swiss Military Consumer Goods Ltd,587.03
526159,NIKHIL ADHESIVES LTD.-$,589.68
539400,Mallcom (India) Ltd,589.77
539141,UFO Moviez India Ltd,590.01
539132,Wardwizard Foods and Beverages Ltd,590.98
501295,INDUSTRIAL INVESTMENT TRUST LTD.,593.11
543709,PNGS Gargi Fashion Jewellery Ltd,593.13
514238,Mkventures Capital Ltd,593.81
511628,IM+ Capitals Limited,594.1
543969,Pyramid Technoplast Ltd,595.55
524342,INDO BORAX & CHEMICALS LTD.-$,596.55
539334,Shree Pushkar Chemicals & Fertilisers Ltd,597.41
543597,Virtuoso Optoelectronics Ltd,600.77
538961,Genus Paper & Boards Ltd,602.45
505729,SINGER INDIA LTD.,604.89
509220,PTL ENTERPRISES LTD.-$,605.76
517344,MINDTECK (INDIA) LTD.,606.17
520151,SHREYAS SHIPPING & LOGISTICS LTD.,608.44
500179,HCL INFOSYSTEMS LTD.,608.71
504605,UNI ABEX ALLOY PRODUCTS LTD.,608.73
509635,HINDUSTAN COMPOSITES LTD.,609.22
540700,Bharat Road Network Ltd,611.07
532305,IND-SWIFT LABORATORIES LTD.,612.44
532797,AUTOLINE INDUSTRIES LTD.,614.06
532067,3B BlackBio Dx Ltd,614.65
532764,GeeCee Ventures Limited,615.64
532513,TVS ELECTRONICS LTD.,615.93
500279,MIRC ELECTRONICS LTD.,621.72
509525,EMPIRE INDUSTRIES LTD.,622.5
513121,ORICON ENTERPRISES LTD.-$,622.69
537800,Mangalam Industrial Finance Ltd,625.27
534675,Prozone Realty Ltd,628.42
507836,MAC CHARLES (INDIA) LTD.,628.82
516064,Arrow Greentech Ltd,630.68
540775,Khadim India Ltd,630.73
532987,RANE BRAKE LINING LTD.,631.72
544100,Nova Agritech Ltd,632.47
543915,Pavna Industries Ltd,633.4
530961,Vikas EcoTech Ltd,633.87
517035,RIR Power Electronics Ltd,634.67
518091,ANJANI PORTLAND CEMENT LTD.-$,635.82
523606,SIKA INTERPLANT SYSTEMS LTD.,637.64
543982,Meson Valves India Ltd,639.58
540673,SIS Ltd,646.43
542285,Axita Cotton Ltd,647.24
541269,Chemfab Alkalis Ltd,648.88
507944,BAJAJ STEEL INDUSTRIES LTD.,649.95
530845,SUNSHIELD CHEMICALS LTD.,651.41
506134,INTELLIVATE CAPITAL VENTURES LTD.,651.88
532780,PARSVNATH DEVELOPERS LTD.,652.34
539515,Quint Digital Ltd,654.59
532907,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LTD.,655.34
509709,INTERNATIONAL CONVEYORS LTD.,656.1
531146,MEDICAMEN BIOTECH LTD.-$,657.22
523023,SINCLAIRS HOTELS LTD.-$,658.18
526263,MOLD-TEK TECHNOLOGIES LTD.,659.38
532740,LOKESH MACHINES LTD.,659.5
532713,SAKUMA EXPORTS LTD.,660.75
532930,BGR ENERGY SYSTEMS LTD.,664.25
509152,GRP LTD.,666.34
530871,CHEMBOND CHEMICALS LTD.-$,671.47
524500,KILITCH DRUGS (INDIA) LTD.,672.24
532974,ADITYA BIRLA MONEY LTD.-$,672.46
500317,OSWAL AGRO MILLS LTD.,673.19
522134,ARTSON ENGINEERING LTD.,673.42
543978,Ratnaveer Precision Engineering Ltd,675.59
504879,Orient Ceratech Ltd-$,675.96
540937,Medico Remedies Ltd,680.3
540692,Apex Frozen Foods Ltd,684.22
532143,SKM EGG PRODUCTS EXPORT (INDIA) LTD.,689.58
532624,JINDAL PHOTO LTD.,691.31
526642,MIRZA INTERNATIONAL LTD.,697.5
539785,Pudumjee Paper Products Ltd,703.1
526961,Last Mile Enterprises Ltd,703.32
500012,ANDHRA PETROCHEMICALS LTD.,706.11
544060,RBZ Jewellers Ltd,706.4
543931,Veefin Solutions Ltd,708.72
526721,NICCO PARKS & RESORTS LTD.-$,708.79
544037,Amic Forging Ltd,717.41
526586,WIM PLAST LTD.-$,720.14
524330,JAYANT AGRO-ORGANICS LTD.,720.3
520043,MUNJAL SHOWA LTD.,724.51
509960,U.P.HOTELS LTD.,724.68
530803,Bhageria Industries Ltd,726.02
507794,KHAITAN CHEMICALS & FERTILIZERS LTD.,727.9
523269,ADVANI HOTELS & RESORTS (INDIA) LTD.,730.5
543962,D.P. Wires Ltd,732.94
524129,VINYL CHEMICALS (INDIA) LTD.,733.21
542232,Shankar Lal Rampal Dye-Chem Ltd,734.66
530499,A.K.CAPITAL SERVICES LTD.,735.24
532662,HT MEDIA LTD.,735.72
543831,Bright Outdoor Media Ltd,737.18
533217,HINDUSTAN MEDIA VENTURES LTD.,737.82
538772,Niyogin Fintech Ltd,738.28
526668,KAMAT HOTELS (INDIA) LTD.,739.59
523648,PLASTIBLENDS INDIA LTD.-$,740.17
543725,Elin Electronics Ltd,740.67
543590,Rhetan TMT Ltd,741.89
514183,BLACK ROSE INDUSTRIES LTD.,742.05
531959,Newtime Infrastructure Limited,743.22
511605,ARIHANT CAPITAL MARKETS LTD.,745.14
503169,RUBY MILLS LTD.,746.55
543782,Sealmatic India Ltd,746.63
530023,The Investment Trust Of India Ltd,747.06
531205,Tine Agro Ltd,747.88
506405,DMCC Speciality Chemicals Ltd,758.17
533336,DHUNSERI INVESTMENTS LTD.,758.49
538734,Ceinsys Tech Ltd,761.08
506579,ORIENTAL CARBON & CHEMICALS LTD.-$,762.24
541228,Taylormade Renewables Ltd,763.19
535601,SREELEATHERS LTD.,764.36
543998,Valiant Laboratories Ltd,765.15
508954,Finkurve Financial Services Ltd,766.22
526423,KRITI INDUSTRIES (INDIA) LTD.-$,768.85
523828,MENON BEARINGS LTD.-$,768.87
524542,SUKHJIT STARCH & CHEMICALS LTD.-$,771.73
532932,MANAKSIA LTD.,776.25
517214,Digispice Technologies Ltd-$,777.42
524075,ALBERT DAVID LTD.-$,778.4
509567,GOA CARBON LTD.-$,780.4
541601,Rajnish Wellness Ltd,784.61
542725,SBC Exports Ltd,786.35
516082,N.R.AGARWAL INDUSTRIES LTD.,786.45
507552,FOODS & INNS LTD.,788.88
543958,VL E-Governance & IT Solutions Ltd,790.29
543687,Dharmaj Crop Guard Ltd,793.39
540125,Radhika Jeweltech Ltd,794.49
530075,SELAN EXPLORATION TECHNOLOGY LTD.-$,794.96
538446,Moneyboxx Finance Ltd,795.81
504220,W.S.INDUSTRIES (INDIA) LTD.-$,798.73
523329,ELDECO HOUSING & INDUSTRIES LTD.,798.83
543442,Brand Concepts Ltd,800.93
500780,Zuari Industries Ltd,801.11
540366,Music Broadcast Ltd,801.99
540737,Shree Ganesh Remedies Ltd,803.59
532888,ASIAN GRANITO INDIA LTD.,805.47
536773,Jindal Poly Investment and Finance Company Ltd,806.84
526433,ASM TECHNOLOGIES LTD.,810.36
500136,ESTER INDUSTRIES LTD.,820.76
500306,JAYKAY ENTERPRISES LTD.,821.92
533208,EMAMI PAPER MILLS LTD.,822.48
523708,EIMCO ELECON (INDIA) LTD.,824.71
543918,GHCL Textiles Ltd,825.1
539917,Nagarjuna Fertilizers and Chemicals Ltd,825.93
507789,JAGSONPAL PHARMACEUTICALS LTD.,827.27
532649,NECTAR LIFESCIENCES LTD.,828.64
540980,The Yamuna Syndicate Ltd,829.58
543953,Khazanchi Jewellers Ltd,829.76
536264,Tiger Logistics (India) Ltd,831.42
534369,TRIBHOVANDAS BHIMJI ZAVERI LTD.,833.47
505163,Z.F.STEERING GEAR (INDIA) LTD.-$,833.84
522073,The Hi-Tech Gears Ltd,835.63
532503,RAJAPALAYAM MILLS LTD.-$,839.04
539151,Arfin India Ltd,842.3
526817,CHEVIOT CO.LTD.-$,844.77
539956,TAAL Enterprises Ltd,846.09
532906,MAAN ALUMINIUM LTD.,846.16
540268,TruCap Finance Ltd,849.27
539469,Panorama Studios International Ltd,851.36
506532,NITTA GELATIN INDIA LTD.-$,854.62
532694,BARTRONICS INDIA LTD.,855.56
523160,MORGANITE CRUCIBLE (INDIA) LTD.,856.63
590031,DE NORA INDIA LTD.,859.71
533193,Kirloskar Electric Company Ltd,863.05
543223,Max India Ltd,863.42
520059,MUNJAL AUTO INDUSTRIES LTD.,867.0
507526,ASSOCIATED ALCOHOLS & BREWERIES LTD.,867.62
534328,HEXA TRADEX LTD.,867.89
530643,ECO RECYCLING LTD.,875.11
543214,NDR Auto Components Ltd,881.01
531241,Linc Ltd-$,882.6
504132,PERMANENT MAGNETS LTD.-$,883.32
532626,PONDY OXIDES & CHEMICALS LTD.,884.76
543267,Davangere Sugar Company Ltd,885.15
501298,INDUSTRIAL & PRUDENTIAL INVESTMENTS CO.LTD.,889.87
543542,Kesar India Ltd,892.31
512038,TCC Concept Ltd,896.28
505358,INTEGRA ENGINEERING INDIA LTD.,897.28
515147,Haldyn Glass Ltd-$,897.65
539872,Bajaj Healthcare Ltd,898.74
507410,WALCHANDNAGAR INDUSTRIES LTD.,899.79
507155,JAGATJIT INDUSTRIES LTD.,900.94
533470,RUSHIL DECOR LTD.,903.21
502137,DECCAN CEMENTS LTD.-$,905.16
540650,Magadh Sugar & Energy Ltd,906.23
500777,TAMILNADU PETROPRODUCTS LTD.,906.46
533270,BEDMUTHA INDUSTRIES LTD.,908.39
532875,ALLIED DIGITAL SERVICES LTD.,917.89
505368,Semac Consultants Ltd-$,918.49
531349,PANACEA BIOTEC LTD.,919.68
542351,Gloster Ltd,921.64
506852,Primo Chemicals Ltd,923.33
532842,SREE RAYALASEEMA HI-STRENGTH HYPO LTD.,923.55
543593,Dhampur Bio Organics Ltd,927.1
543525,Silver Touch Technologies Ltd,928.57
522122,VOITH PAPER FABRICS INDIA LTD.-$,932.94
500060,Birla Cable Ltd,933.0
517059,SALZER ELECTRONICS LTD.-$,933.97
532628,3I INFOTECH LTD.,935.59
534742,ZUARI AGRO CHEMICALS LTD.,937.89
500280,CENTURY ENKA LTD.,939.58
532850,MIC ELECTRONICS LTD.,942.03
520119,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,942.27
531978,AMBIKA COTTON MILLS LTD.,945.43
540795,Dynamic Cables Ltd,946.49
543732,Radiant Cash Management Services Ltd,947.57
532666,FCS SOFTWARE SOLUTIONS LTD.,950.51
532686,KERNEX MICROSYSTEMS (INDIA) LTD.,956.63
539290,Oswal Greentech Ltd,956.87
500173,GFL Ltd,960.64
532365,DYNACONS SYSTEMS & SOLUTIONS LTD.,962.26
522261,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LTD.-$,963.11
532794,Zee Media Corporation Limited,965.04
539921,Shanti Educational Initiatives Ltd,971.64
532944,OnMobile Global Ltd.,973.45
519602,Kellton Tech Solutions Ltd.,974.93
524370,BODAL CHEMICALS LTD.,976.63
522108,YUKEN INDIA LTD.-$,978.45
504036,HIND RECTIFIERS LTD.,980.52
530363,UGAR SUGAR WORKS LTD.-$,981.11
539843,NINtec Systems Ltd,982.58
543233,Chemcon Speciality Chemicals Ltd,984.27
500429,UNIPHOS ENTERPRISES LTD.,984.77
543920,CFF Fluid Control Ltd,988.12
533761,GPT INFRAPROJECTS LTD.,988.92
540497,S Chand and Company Ltd,989.61
512379,CRESSANDA SOLUTIONS LTD.,995.66
543688,Sarveshwar Foods Ltd,997.41
532329,DANLAW TECHNOLOGIES INDIA LTD.-$,998.49
530079,FAZE THREE LTD.-$,1001.94
532323,SHIVA CEMENT LTD.,1004.25
500350,RSWM LTD.,1004.44
513108,GANDHI SPECIAL TUBES LTD.-$,1009.95
526725,SANDESH LTD.,1014.68
500439,VARDHMAN HOLDINGS LTD.,1014.92
512531,STATE TRADING CORPORATION OF INDIA LTD.,1015.2
505036,AUTOMOBILE CORPORATION OF GOA LTD.-$,1016.19
539148,Shivalik Rasayan Ltd,1017.65
533477,ENKEI WHEELS (INDIA) LTD.,1019.36
543644,Infobeans Technologies Ltd,1024.18
500264,MAFATLAL INDUSTRIES LTD.-$,1027.72
506687,TRANSPEK INDUSTRY LTD.-$,1030.62
524648,INDO AMINES LTD.-$,1032.89
523850,AXTEL INDUSTRIES LTD.,1037.14
538992,SAR Auto Products Ltd,1039.12
507753,TGV Sraac Ltd,1039.84
543433,HP Adhesives Ltd,1045.08
506260,ANUH PHARMA LTD.,1046.09
533146,D-Link (India) Ltd,1048.28
543240,Likhitha Infrastructure Ltd,1049.17
500650,EXCEL INDUSTRIES LTD.,1052.36
532782,SUTLEJ TEXTILES & INDUSTRIES LTD.,1052.44
530879,Capital India Finance Ltd,1057.19
542684,Prakash Pipes Ltd,1057.43
543638,Tracxn Technologies Ltd,1061.13
530067,CSL Finance Ltd,1062.58
542670,Artemis Electricals and Projects Ltd,1063.14
506248,AMINES & PLASTICIZERS LTD.,1066.56
539221,Sportking India Ltd,1067.91
522229,TANEJA AEROSPACE & AVIATION LTD.-$,1069.78
502168,NCL INDUSTRIES LTD.-$,1071.79
502420,ORIENT PAPER & INDUSTRIES LTD.,1080.02
506685,ULTRAMARINE & PIGMENTS LTD.-$,1087.12
543284,EKI Energy Services Ltd,1087.6
539561,Remedium Lifecare Ltd,1087.73
524394,VIMTA LABS LTD.-$,1090.76
542655,Vikas Lifecare Ltd,1093.47
532370,RAMCO SYSTEMS LTD.,1096.72
542337,Spencers Retail Ltd,1104.12
531449,GRM OVERSEAS LTD.,1107.6
532699,ROYAL ORCHID HOTELS LTD.,1109.08
543329,Windlas Biotech Ltd,1120.34
532141,ANDHRA CEMENTS LTD.,1121.73
532687,REPRO INDIA LTD.,1128.13
532633,ALLSEC TECHNOLOGIES LTD.,1130.68
538635,Snowman Logistics Ltd,1131.19
532650,MSP STEEL & POWER LTD.,1142.76
526407,Hampton Sky Realty Ltd,1143.45
522101,KILBURN ENGINEERING LTD.,1145.71
532923,Renaissance Global Ltd,1146.37
500296,NAHAR SPINNING MILLS LTD.,1146.88
511333,VLS FINANCE LTD.,1148.81
532180,Dhanlaxmi Bank Limited,1151.46
590115,Motilal Oswal MOSt Shares M50 ETF,1151.57
540704,Matrimony.com Ltd,1159.32
530475,Tinna Rubber and Infrastructure Limited,1160.01
532717,INDO TECH TRANSFORMERS LTD.,1160.18
502865,FORBES & COMPANY LTD.-$,1160.88
530307,CHAMAN LAL SETIA EXPORTS LTD.-$,1161.42
532799,HUBTOWN LTD.,1162.21
507488,G.M.BREWERIES LTD.,1165.19
543451,AGS Transact Technologies Ltd,1170.93
506808,Tuticorin Alkali Chemicals And Fertilizers Ltd,1175.11
534425,SPECIALITY RESTAURANTS LTD.,1175.27
540145,Valiant Organics Ltd,1176.3
526506,SYSTEMATIX CORPORATE SERVICES LTD.,1178.61
524669,HESTER BIOSCIENCES LTD.,1183.94
524774,NGL FINE-CHEM LTD.,1184.91
508807,IST LTD.,1189.56
509438,BENARES HOTELS LTD.,1199.64
505725,Algoquant Fintech Ltd,1201.34
539042,AGI Infra Ltd,1204.2
530355,Asian Energy Services Ltd,1215.23
517536,ONWARD TECHNOLOGIES LTD.,1217.35
543898,BEML Land Assets Ltd,1223.1
543747,Kamdhenu Ventures Ltd,1223.47
509055,VISAKA INDUSTRIES LTD.,1226.52
539018,Beekay Steel Industries Ltd,1226.52
500078,Oriental Aromatics Ltd-$,1228.36
533259,Sastasundar Ventures Ltd,1229.0
515043,SAINT-GOBAIN SEKURIT INDIA LTD.,1229.02
506618,PUNJAB CHEMICALS AND CROP PROTECTION LTD.-$,1229.16
506197,BLISS GVS PHARMA LTD.,1229.91
520073,RACL Geartech Ltd,1230.18
540649,Avadh Sugar & Energy Ltd,1244.14
532815,SMS PHARMACEUTICALS LTD.,1244.81
532457,GULSHAN POLYOLS LTD.,1247.41
506390,Heubach Colorants India Ltd,1249.42
543829,Global Surfaces Ltd,1254.5
524280,KOPRAN LTD.,1254.68
517500,ROTO PUMPS LTD.,1256.15
504341,Ravindra Energy Ltd,1256.98
502175,SAURASHTRA CEMENT LTD.,1257.01
543218,Suratwwala Business Group Ltd,1261.0
520008,RICO AUTO INDUSTRIES LTD.,1261.53
543955,Transindia Real Estate Ltd,1261.89
500268,MANALI PETROCHEMICAL LTD.,1263.33
539201,Satia Industries Ltd,1263.5
522281,RAM RATNA WIRES LTD.-$,1265.22
531633,LINCOLN PHARMACEUTICALS LTD.,1269.18
530759,STERLING TOOLS LTD.-$,1272.2
532661,RANE (MADRAS) LTD.,1275.12
511076,SAT INDUSTRIES LTD.-$,1283.51
530699,Raj Rayon Industries Limited-$,1286.22
522257,RAJOO ENGINEERS LTD.-$,1287.22
539607,Blue Cloud Softech Solutions Ltd,1288.99
532382,BALAJI TELEFILMS LTD.,1293.86
531092,OM Infra Ltd,1302.99
590065,INDIA MOTOR PARTS & ACCESSORIES LTD.,1304.04
511676,GIC HOUSING FINANCE LTD.,1310.47
500207,INDO RAMA SYNTHETICS (INDIA) LTD.,1314.97
523207,KOKUYO CAMLIN LTD.-$,1321.5
520066,JAY BHARAT MARUTI LTD.,1326.06
513517,STEELCAST LTD.,1328.15
516030,Pakka Ltd-$,1330.74
504741,INDIAN HUME PIPE CO.LTD.,1330.74
537259,Suyog Telematics Ltd,1342.36
511413,CREST VENTURES LIMITED,1342.83
500153,GANESH BENZOPLAST LTD.,1343.8
532864,NELCAST LTD.,1350.69
530011,MANGALORE CHEMICALS & FERTILIZERS LTD.,1357.0
531847,ASIAN STAR CO.LTD.-$,1360.1
540311,JITF Infralogistics Ltd,1362.3
532884,Refex Industries Limited,1362.6
524109,KABRA EXTRUSIONTECHNIK LTD.,1363.77
543995,Manoj Vaibhav Gems N Jewellers Ltd,1364.31
532867,V2 RETAIL LTD.,1366.28
538836,Monte Carlo Fashions Ltd,1367.28
505720,HERCULES HOISTS LTD.,1368.0
532475,APTECH LTD.,1371.49
533306,SUMMIT SECURITIES LTD.,1372.15
532729,UTTAM SUGAR MILLS LTD.,1372.97
540048,S.P. Apparels Ltd,1386.87
539436,Coffee Day Enterprises Ltd,1395.11
531859,Oriental Rail Infrastructure Ltd,1396.36
511768,MASTER TRUST LTD.,1409.61
532937,KUANTUM PAPERS LTD.,1410.18
533320,JUBILANT INDUSTRIES LTD.,1410.43
541540,Solara Active Pharma Sciences Ltd,1412.13
500414,TIMEX GROUP INDIA LTD.-$,1415.32
523736,Dhunseri Ventures Ltd-$,1415.35
543230,Advait Infratech Ltd,1415.56
505526,Dolat Algotech Ltd,1415.92
539660,Best Agrolife Ltd,1416.2
500199,I G PETROCHEMICALS LTD.,1419.03
540717,Polo Queen Industrial and Fintech Ltd,1420.22
543254,Antony Waste Handling Cell Ltd,1421.8
508814,Cosmo First Ltd,1432.32
543599,Ksolves India Ltd,1434.93
534748,STEEL EXCHANGE INDIA LTD.,1437.43
543266,Heranba Industries Ltd,1437.68
532700,ENTERTAINMENT NETWORK (INDIA) LTD.,1441.08
541967,Sky Gold Ltd,1442.68
524470,SYNCOM FORMULATIONS (INDIA) LTD.-$,1448.54
543260,Stove Kraft Ltd,1454.28
524709,NACL Industries Ltd,1454.74
590062,ANDHRA SUGARS LTD.,1455.65
522295,CONTROL PRINT LTD.-$,1456.43
526987,URJA GLOBAL LTD.,1460.23
531921,AGARWAL INDUSTRIAL CORPORATION LTD.,1466.61
532741,Kamdhenu Ltd,1468.79
541276,Hardwyn India Ltd,1475.77
505400,TEXMACO INFRASTRUCTURE & HOLDINGS LTD.,1481.97
531147,Alicon Castalloy Limited,1482.61
519105,AVT NATURAL PRODUCTS LTD.,1482.64
543517,Hariom Pipe Industries Ltd,1482.83
539337,Waaree Technologies Ltd,1484.93
514360,K&R Rail Engineering Ltd,1487.58
590073,WHEELS INDIA LTD.,1496.16
506194,Arihant Superstructures Limited,1497.19
539837,Raghav Productivity Enhancers Ltd,1500.41
514043,HIMATSINGKA SEIDE LTD.,1507.87
543263,SMC Global Securities Ltd,1510.34
517380,IGARASHI MOTORS INDIA LTD.,1513.79
532485,BALMER LAWRIE INVESTMENTS LTD.,1513.85
544054,Suraj Estate Developers Ltd,1519.59
532345,Allcargo Gati Ltd,1521.82
522163,Diamond Power Infrastructure Limited-$,1524.79
532515,TV TODAY NETWORK LTD.,1530.5
532610,DWARIKESH SUGAR INDUSTRIES LTD.,1531.46
531795,ATUL AUTO LTD.-$,1534.78
532486,POKARNA LTD.,1534.85
501150,CENTRUM CAPITAL LTD.,1557.63
526247,PREMIER EXPLOSIVES LTD.,1575.2
544058,Credo Brands Marketing Ltd,1576.68
543954,Allcargo Terminals Ltd,1578.84
524520,KMC SPECIALITY HOSPITALS (INDIA) LTD.,1586.33
543288,Deep Industries Ltd,1587.52
540061,Bigbloc Construction Ltd,1589.19
543712,Abans Holdings Ltd,1592.13
504000,ELPRO INTERNATIONAL LTD.,1593.1
526783,DR.AGARWALS EYE HOSPITAL LTD.-$,1593.28
542669,BMW Industries Ltd,1595.86
500147,John Cockerill India Ltd-$,1598.86
533302,KALYANI INVESTMENT COMPANY LTD.,1601.19
517421,Butterfly Gandhimathi Appliances Ltd,1604.24
543514,Veranda Learning Solutions Ltd,1611.96
535136,NIBE Ltd,1612.89
532240,INDIA NIPPON ELECTRICALS LTD.,1614.04
505800,RANE HOLDINGS LTD.,1614.75
590134,Madras Fertilizers Ltd,1620.68
531357,Mercury Ev-Tech Ltd,1634.7
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,1639.42
514448,JYOTI RESINS & ADHESIVES LTD.,1644.18
504212,UNIVERSAL CABLES LTD.,1644.21
509874,SHALIMAR PAINTS LTD.-$,1653.71
500304,NIIT LTD.,1661.4
500119,DHAMPUR SUGAR MILLS LTD.,1666.33
532051,Swelect Energy Systems Limited-$,1667.54
543252,Fairchem Organics Ltd,1671.95
532719,B.L.KASHYAP AND SONS LTD.,1676.15
539725,Gokul Agro Resources Ltd,1686.42
532529,NEW DELHI TELEVISION LTD.,1689.15
531719,BHAGIRADHA CHEMICALS & INDUSTRIES LTD.,1699.74
520086,SICAL LOGISTICS LTD.,1699.74
533138,ASTEC LIFESCIENCES LIMITED,1700.51
532256,NALWA SONS INVESTMENTS LTD.,1701.94
533168,ROSSELL INDIA LTD.,1703.13
532742,PAUSHAK LTD.,1713.66
532851,INSECTICIDES (INDIA) LTD.,1720.52
534392,VARDHMAN SPECIAL STEELS LTD.,1721.25
543273,Knowledge Marine & Engineering Works Ltd,1722.54
500117,DCW LTD.,1726.66
521248,KITEX GARMENTS LTD.,1730.0
533156,Vascon Engineers Ltd,1738.22
543971,Bondada Engineering Ltd,1744.04
512229,VERITAS (INDIA) LTD.,1744.12
505160,TALBROS AUTOMOTIVE COMPONENTS LTD.,1755.86
504112,NELCO LTD.,1756.22
500333,PIX TRANSMISSIONS LTD.,1758.81
532150,INDRAPRASTHA MEDICAL CORP.LTD.,1759.2
539332,Navkar Corporation Ltd,1762.58
532407,Moschip Technologies Ltd,1766.78
544053,Motisons Jewellers Ltd,1781.38
544095,EPACK Durable Ltd,1784.73
544117,Signpost India Ltd,1785.23
512008,EFC (I) Ltd,1787.18
540776,5paisa Capital Ltd,1797.45
532616,XCHANGING SOLUTIONS LTD.,1800.28
526650,TOURISM FINANCE CORPORATION OF INDIA LTD.,1804.74
543279,Suryoday Small Finance Bank Ltd,1811.68
540124,G N A Axles Ltd,1820.27
540425,Shankara Building Products Ltd,1823.15
517498,WEBSOL ENERGY SYSTEM LTD.,1823.74
503031,PENINSULA LAND LTD.,1835.93
590030,SOUTHERN PETROCHEMICALS LTD.,1841.11
502157,MANGALAM CEMENT LTD.,1850.57
532880,OMAXE LTD.,1854.61
532684,EVEREST KANTO CYLINDER LTD.,1857.04
532285,Geojit Financial Services Ltd,1862.45
532834,CAMLIN FINE SCIENCES LTD.,1885.54
532309,GE Power India Ltd,1887.75
541167,Yasho Industries Ltd,1895.63
512068,DECCAN GOLD MINES LTD.,1900.47
531426,TAMIL NADU NEWSPRINT & PAPERS LTD.,1914.71
508906,EVEREST INDUSTRIES LTD.,1914.8
538970,Wardwizard Innovations & Mobility Ltd,1915.32
590006,AMRUTANJAN HEALTH CARE LTD.-$,1921.18
503101,MARATHON NEXTGEN REALTY LTD.,1925.58
523105,Cropster Agro Ltd,1927.38
506642,SADHANA NITROCHEM LTD.,1930.76
516072,VISHNU CHEMICALS LTD.,1931.41
543387,S.J.S. Enterprises Ltd,1931.64
532967,KIRI INDUSTRIES LTD.,1933.42
506109,GENESYS INTERNATIONAL CORPORATION LTD.,1944.16
523369,DCM SHRIRAM INDUSTRIES LTD.-$,1948.62
543972,Aeroflex Industries Ltd,1965.02
517041,ADOR WELDING LTD.,1971.78
513250,JYOTI STRUCTURES LTD.,1978.46
539309,Rama Steel Tubes Ltd,1985.76
533267,CANTABIL RETAIL INDIA LTD.,1988.29
532366,PNB GILTS LTD.,1990.91
543411,Hi-Tech Pipes Ltd,1991.82
506854,TANFAC INDUSTRIES LTD.-$,1994.05
543977,Rishabh Instruments Ltd,1995.12
533303,BF INVESTMENT LTD.,2004.48
543686,Sirca Paints India Ltd,2021.9
524820,PANAMA PETROCHEM LTD.,2029.56
532369,RAMCO INDUSTRIES LTD.,2041.32
532698,NITIN SPINNERS LTD.,2043.32
542333,RPSG Ventures Ltd,2044.4
507514,SOM DISTILLERIES & BREWERIES LTD.,2045.89
505744,FEDERAL-MOGUL GOETZE (INDIA) LTD.,2046.43
511034,JINDAL DRILLING & INDUSTRIES LTD.,2053.31
544120,Capital Small Finance Bank Ltd,2059.57
523301,TCPL PACKAGING LTD.-$,2065.7
517544,CENTUM ELECTRONICS LTD.,2073.75
532708,GVK POWER & INFRASTRUCTURE LTD.,2075.08
513228,PENNAR INDUSTRIES LTD.-$,2075.57
513519,Pitti Engineering Ltd-$,2080.69
531717,Vidhi Specialty Food Ingredients Ltd-$,2090.2
502450,SESHASAYEE PAPER & BOARDS LTD.,2101.12
543331,Meghmani Organics Ltd,2104.45
533121,Expleo Solutions Ltd,2108.98
500365,Welspun Specialty Solutions Ltd,2110.28
502330,Andhra Paper Ltd,2116.76
509675,HIL LTD.,2116.84
